Historic,Symbol,Open,High,Low,Close,Open Time ,Close Time
Historic,ETHBTC,0.03364800,0.03368300,0.03357500,0.03360600,23/08/2020 15:30:00,23/08/2020 15:44:59
Historic,ETHBTC,0.03363600,0.03369000,0.03360500,0.03365000,23/08/2020 15:15:00,23/08/2020 15:29:59
Historic,ETHBTC,0.03353300,0.03370000,0.03349000,0.03364000,23/08/2020 15:00:00,23/08/2020 15:14:59
Historic,ETHBTC,0.03347300,0.03355000,0.03345900,0.03353600,23/08/2020 14:45:00,23/08/2020 14:59:59
Historic,ETHBTC,0.03352500,0.03353800,0.03346200,0.03347200,23/08/2020 14:30:00,23/08/2020 14:44:59
Historic,ETHBTC,0.03349400,0.03352700,0.03348100,0.03352500,23/08/2020 14:15:00,23/08/2020 14:29:59
Historic,ETHBTC,0.03354600,0.03356200,0.03349500,0.03349500,23/08/2020 14:00:00,23/08/2020 14:14:59
Historic,ETHBTC,0.03358600,0.03359600,0.03348000,0.03354700,23/08/2020 13:45:00,23/08/2020 13:59:59
Historic,ETHBTC,0.03359600,0.03365000,0.03357500,0.03358700,23/08/2020 13:30:00,23/08/2020 13:44:59
Historic,ETHBTC,0.03343600,0.03365100,0.03339000,0.03359600,23/08/2020 13:15:00,23/08/2020 13:29:59
Historic,ETHBTC,0.03347700,0.03351000,0.03341100,0.03343400,23/08/2020 13:00:00,23/08/2020 13:14:59
Historic,ETHBTC,0.03337500,0.03350000,0.03336100,0.03347400,23/08/2020 12:45:00,23/08/2020 12:59:59
Historic,ETHBTC,0.03339400,0.03344000,0.03335200,0.03337400,23/08/2020 12:30:00,23/08/2020 12:44:59
Historic,ETHBTC,0.03332700,0.03343100,0.03332200,0.03339600,23/08/2020 12:15:00,23/08/2020 12:29:59
Historic,ETHBTC,0.03330800,0.03337100,0.03327000,0.03332800,23/08/2020 12:00:00,23/08/2020 12:14:59
Historic,ETHBTC,0.03347300,0.03348600,0.03327400,0.03330800,23/08/2020 11:45:00,23/08/2020 11:59:59
Historic,ETHBTC,0.03348800,0.03354300,0.03347100,0.03347400,23/08/2020 11:30:00,23/08/2020 11:44:59
Historic,ETHBTC,0.03345700,0.03352300,0.03345300,0.03348800,23/08/2020 11:15:00,23/08/2020 11:29:59
Historic,ETHBTC,0.03352900,0.03362100,0.03344000,0.03345600,23/08/2020 11:00:00,23/08/2020 11:14:59
Historic,ETHBTC,0.03360000,0.03365700,0.03347800,0.03351800,23/08/2020 10:45:00,23/08/2020 10:59:59
Historic,ETHBTC,0.03358800,0.03362900,0.03358300,0.03359800,23/08/2020 10:30:00,23/08/2020 10:44:59
Historic,ETHBTC,0.03356600,0.03360800,0.03356200,0.03358900,23/08/2020 10:15:00,23/08/2020 10:29:59
Historic,ETHBTC,0.03364100,0.03364600,0.03355400,0.03357100,23/08/2020 10:00:00,23/08/2020 10:14:59
Historic,ETHBTC,0.03367000,0.03367700,0.03362200,0.03364300,23/08/2020 09:45:00,23/08/2020 09:59:59
Historic,ETHBTC,0.03363900,0.03368400,0.03362300,0.03367000,23/08/2020 09:30:00,23/08/2020 09:44:59
Historic,ETHBTC,0.03365600,0.03369000,0.03363200,0.03363900,23/08/2020 09:15:00,23/08/2020 09:29:59
Historic,ETHBTC,0.03363000,0.03368300,0.03362400,0.03365600,23/08/2020 09:00:00,23/08/2020 09:14:59
Historic,ETHBTC,0.03359500,0.03366900,0.03359400,0.03362900,23/08/2020 08:45:00,23/08/2020 08:59:59
Historic,ETHBTC,0.03360400,0.03362400,0.03358100,0.03359600,23/08/2020 08:30:00,23/08/2020 08:44:59
Historic,ETHBTC,0.03360600,0.03364700,0.03359100,0.03360300,23/08/2020 08:15:00,23/08/2020 08:29:59
Historic,ETHBTC,0.03365200,0.03369000,0.03360000,0.03360700,23/08/2020 08:00:00,23/08/2020 08:14:59
Historic,ETHBTC,0.03373300,0.03374200,0.03363000,0.03365100,23/08/2020 07:45:00,23/08/2020 07:59:59
Historic,ETHBTC,0.03371000,0.03376700,0.03370600,0.03373300,23/08/2020 07:30:00,23/08/2020 07:44:59
Historic,ETHBTC,0.03371600,0.03372700,0.03369400,0.03370800,23/08/2020 07:15:00,23/08/2020 07:29:59
Historic,ETHBTC,0.03371700,0.03372600,0.03367400,0.03371900,23/08/2020 07:00:00,23/08/2020 07:14:59
Historic,ETHBTC,0.03370900,0.03379900,0.03370900,0.03372500,23/08/2020 06:45:00,23/08/2020 06:59:59
Historic,ETHBTC,0.03374500,0.03375000,0.03369000,0.03371100,23/08/2020 06:30:00,23/08/2020 06:44:59
Historic,ETHBTC,0.03373900,0.03376500,0.03369300,0.03374500,23/08/2020 06:15:00,23/08/2020 06:29:59
Historic,ETHBTC,0.03359200,0.03376000,0.03358300,0.03373800,23/08/2020 06:00:00,23/08/2020 06:14:59
Historic,ETHBTC,0.03356500,0.03359600,0.03352200,0.03359300,23/08/2020 05:45:00,23/08/2020 05:59:59
Historic,ETHBTC,0.03360400,0.03360700,0.03355600,0.03356200,23/08/2020 05:30:00,23/08/2020 05:44:59
Historic,ETHBTC,0.03355400,0.03360300,0.03353700,0.03360300,23/08/2020 05:15:00,23/08/2020 05:29:59
Historic,ETHBTC,0.03353700,0.03356600,0.03352400,0.03355500,23/08/2020 05:00:00,23/08/2020 05:14:59
Historic,ETHBTC,0.03358100,0.03358700,0.03353200,0.03353700,23/08/2020 04:45:00,23/08/2020 04:59:59
Historic,ETHBTC,0.03355400,0.03359400,0.03352200,0.03358200,23/08/2020 04:30:00,23/08/2020 04:44:59
Historic,ETHBTC,0.03358600,0.03362400,0.03355000,0.03355400,23/08/2020 04:15:00,23/08/2020 04:29:59
Historic,ETHBTC,0.03360800,0.03363000,0.03357000,0.03358400,23/08/2020 04:00:00,23/08/2020 04:14:59
Historic,ETHBTC,0.03362900,0.03363900,0.03355200,0.03360900,23/08/2020 03:45:00,23/08/2020 03:59:59
Historic,ETHBTC,0.03365200,0.03365600,0.03360000,0.03362900,23/08/2020 03:30:00,23/08/2020 03:44:59
Historic,ETHBTC,0.03370400,0.03370700,0.03363200,0.03365200,23/08/2020 03:15:00,23/08/2020 03:29:59
Historic,ETHBTC,0.03368900,0.03371600,0.03365400,0.03370400,23/08/2020 03:00:00,23/08/2020 03:14:59
Historic,ETHBTC,0.03369200,0.03372500,0.03367200,0.03369000,23/08/2020 02:45:00,23/08/2020 02:59:59
Historic,ETHBTC,0.03371600,0.03371700,0.03366000,0.03369100,23/08/2020 02:30:00,23/08/2020 02:44:59
Historic,ETHBTC,0.03377500,0.03378500,0.03367100,0.03371800,23/08/2020 02:15:00,23/08/2020 02:29:59
Historic,ETHBTC,0.03379400,0.03380200,0.03375600,0.03377500,23/08/2020 02:00:00,23/08/2020 02:14:59
Historic,ETHBTC,0.03379500,0.03382100,0.03378600,0.03379100,23/08/2020 01:45:00,23/08/2020 01:59:59
Historic,ETHBTC,0.03377100,0.03379600,0.03375600,0.03379600,23/08/2020 01:30:00,23/08/2020 01:44:59
Historic,ETHBTC,0.03377900,0.03379900,0.03375000,0.03377000,23/08/2020 01:15:00,23/08/2020 01:29:59
Historic,ETHBTC,0.03377800,0.03379900,0.03373600,0.03377700,23/08/2020 01:00:00,23/08/2020 01:14:59
Historic,ETHBTC,0.03375800,0.03380300,0.03375000,0.03378000,23/08/2020 00:45:00,23/08/2020 00:59:59
Historic,ETHBTC,0.03385000,0.03386500,0.03374500,0.03376000,23/08/2020 00:30:00,23/08/2020 00:44:59
Historic,ETHBTC,0.03386200,0.03387000,0.03381000,0.03385000,23/08/2020 00:15:00,23/08/2020 00:29:59
Historic,ETHBTC,0.03388500,0.03399000,0.03385300,0.03386400,23/08/2020 00:00:00,23/08/2020 00:14:59
Historic,ETHBTC,0.03397400,0.03397400,0.03387000,0.03388400,22/08/2020 23:45:00,22/08/2020 23:59:59
Historic,ETHBTC,0.03384700,0.03397300,0.03384700,0.03396700,22/08/2020 23:30:00,22/08/2020 23:44:59
Historic,ETHBTC,0.03371400,0.03387000,0.03370800,0.03384400,22/08/2020 23:15:00,22/08/2020 23:29:59
Historic,ETHBTC,0.03370800,0.03374400,0.03366000,0.03371100,22/08/2020 23:00:00,22/08/2020 23:14:59
Historic,ETHBTC,0.03373000,0.03373000,0.03365000,0.03370700,22/08/2020 22:45:00,22/08/2020 22:59:59
Historic,ETHBTC,0.03375900,0.03375900,0.03368000,0.03373000,22/08/2020 22:30:00,22/08/2020 22:44:59
Historic,ETHBTC,0.03378600,0.03381200,0.03375000,0.03375900,22/08/2020 22:15:00,22/08/2020 22:29:59
Historic,ETHBTC,0.03373100,0.03381000,0.03370000,0.03379000,22/08/2020 22:00:00,22/08/2020 22:14:59
Live,ETHBTC,0.03358500,0.03363500,0.03357700,0.03360100,23/08/2020 23:00:00,23/08/2020 23:14:59
Live,ETHBTC,0.03359900,0.03363000,0.03359900,0.03361500,23/08/2020 23:15:00,23/08/2020 23:29:59
Live,ETHBTC,0.03361400,0.03365000,0.03359400,0.03363700,23/08/2020 23:30:00,23/08/2020 23:44:59
Live,ETHBTC,0.03364000,0.03364000,0.03352300,0.03354100,23/08/2020 23:45:00,23/08/2020 23:59:59
Live,ETHBTC,0.03354200,0.03357500,0.03344100,0.03344800,24/08/2020 00:00:00,24/08/2020 00:14:59
Live,ETHBTC,0.03344700,0.03350600,0.03343600,0.03348800,24/08/2020 00:15:00,24/08/2020 00:29:59
Live,ETHBTC,0.03348600,0.03351000,0.03346500,0.03348300,24/08/2020 00:30:00,24/08/2020 00:44:59
Live,ETHBTC,0.03348300,0.03354700,0.03347100,0.03352900,24/08/2020 00:45:00,24/08/2020 00:59:59
Live,ETHBTC,0.03352900,0.03353400,0.03348400,0.03348400,24/08/2020 01:00:00,24/08/2020 01:14:59
Live,ETHBTC,0.03348500,0.03351600,0.03345400,0.03348000,24/08/2020 01:15:00,24/08/2020 01:29:59
Live,ETHBTC,0.03348000,0.03357000,0.03348000,0.03352900,24/08/2020 01:30:00,24/08/2020 01:44:59
Live,ETHBTC,0.03352800,0.03354300,0.03348000,0.03348000,24/08/2020 01:45:00,24/08/2020 01:59:59
Live,ETHBTC,0.03348100,0.03356800,0.03346800,0.03354400,24/08/2020 02:00:00,24/08/2020 02:14:59
Live,ETHBTC,0.03354300,0.03360700,0.03353500,0.03358800,24/08/2020 02:15:00,24/08/2020 02:29:59
Live,ETHBTC,0.03358800,0.03364600,0.03355500,0.03355500,24/08/2020 02:30:00,24/08/2020 02:44:59
Live,ETHBTC,0.03355400,0.03359800,0.03354300,0.03357800,24/08/2020 02:45:00,24/08/2020 02:59:59
Live,ETHBTC,0.03357400,0.03362700,0.03354900,0.03360700,24/08/2020 03:00:00,24/08/2020 03:14:59
Live,ETHBTC,0.03360900,0.03372800,0.03360600,0.03367100,24/08/2020 03:15:00,24/08/2020 03:29:59
Live,ETHBTC,0.03366800,0.03369200,0.03361700,0.03369000,24/08/2020 03:30:00,24/08/2020 03:44:59
Live,ETHBTC,0.03369000,0.03370000,0.03364400,0.03365500,24/08/2020 03:45:00,24/08/2020 03:59:59
Live,ETHBTC,0.03365100,0.03368100,0.03360000,0.03362500,24/08/2020 04:00:00,24/08/2020 04:14:59
Live,ETHBTC,0.03361700,0.03363100,0.03360000,0.03362400,24/08/2020 04:15:00,24/08/2020 04:29:59
Live,ETHBTC,0.03362500,0.03363000,0.03358500,0.03360700,24/08/2020 04:30:00,24/08/2020 04:44:59
Live,ETHBTC,0.03361200,0.03364100,0.03360000,0.03360800,24/08/2020 04:45:00,24/08/2020 04:59:59
Live,ETHBTC,0.03360600,0.03361300,0.03355600,0.03356600,24/08/2020 05:00:00,24/08/2020 05:14:59
Live,ETHBTC,0.03356700,0.03364900,0.03356700,0.03363400,24/08/2020 05:15:00,24/08/2020 05:29:59
Live,ETHBTC,0.03363700,0.03365000,0.03361000,0.03363000,24/08/2020 05:30:00,24/08/2020 05:44:59
Live,ETHBTC,0.03362900,0.03370400,0.03362800,0.03367700,24/08/2020 05:45:00,24/08/2020 05:59:59
Live,ETHBTC,0.03368000,0.03379500,0.03365500,0.03378800,24/08/2020 06:00:00,24/08/2020 06:14:59
Live,ETHBTC,0.03378700,0.03381900,0.03370000,0.03370300,24/08/2020 06:15:00,24/08/2020 06:29:59
Live,ETHBTC,0.03370200,0.03371300,0.03365000,0.03366300,24/08/2020 06:30:00,24/08/2020 06:44:59
Live,ETHBTC,0.03366300,0.03371300,0.03362500,0.03369000,24/08/2020 06:45:00,24/08/2020 06:59:59
Live,ETHBTC,0.03369000,0.03387600,0.03368200,0.03381900,24/08/2020 07:00:00,24/08/2020 07:14:59
Live,ETHBTC,0.03382300,0.03384800,0.03375500,0.03377500,24/08/2020 07:15:00,24/08/2020 07:29:59
Live,ETHBTC,0.03377500,0.03389700,0.03377500,0.03387500,24/08/2020 07:30:00,24/08/2020 07:44:59
Live,ETHBTC,0.03387400,0.03390600,0.03384700,0.03388900,24/08/2020 07:45:00,24/08/2020 07:59:59
Live,ETHBTC,0.03389000,0.03426800,0.03388300,0.03423800,24/08/2020 08:00:00,24/08/2020 08:14:59
Live,ETHBTC,0.03423200,0.03448000,0.03418300,0.03438800,24/08/2020 08:15:00,24/08/2020 08:29:59
Live,ETHBTC,0.03439100,0.03443700,0.03433300,0.03439300,24/08/2020 08:30:00,24/08/2020 08:44:59
Live,ETHBTC,0.03439300,0.03441600,0.03429400,0.03435900,24/08/2020 08:45:00,24/08/2020 08:59:59
Live,ETHBTC,0.03435900,0.03441600,0.03434000,0.03434200,24/08/2020 09:00:00,24/08/2020 09:14:59
Live,ETHBTC,0.03434200,0.03436500,0.03430400,0.03433900,24/08/2020 09:15:00,24/08/2020 09:29:59
Live,ETHBTC,0.03433800,0.03435800,0.03429800,0.03433100,24/08/2020 09:30:00,24/08/2020 09:44:59
Live,ETHBTC,0.03433300,0.03439600,0.03429100,0.03439100,24/08/2020 09:45:00,24/08/2020 09:59:59
Live,ETHBTC,0.03439000,0.03443200,0.03438300,0.03441700,24/08/2020 10:00:00,24/08/2020 10:14:59
Live,ETHBTC,0.03442000,0.03442500,0.03433700,0.03436900,24/08/2020 10:15:00,24/08/2020 10:29:59
Live,ETHBTC,0.03436500,0.03439100,0.03432000,0.03435700,24/08/2020 10:30:00,24/08/2020 10:44:59
Live,ETHBTC,0.03435800,0.03443000,0.03435800,0.03441700,24/08/2020 10:45:00,24/08/2020 10:59:59
Live,ETHBTC,0.03441700,0.03458900,0.03441700,0.03453600,24/08/2020 11:00:00,24/08/2020 11:14:59
Live,ETHBTC,0.03453400,0.03457100,0.03447100,0.03448500,24/08/2020 11:15:00,24/08/2020 11:29:59
Live,ETHBTC,0.03448600,0.03454600,0.03444500,0.03445300,24/08/2020 11:30:00,24/08/2020 11:44:59
Live,ETHBTC,0.03445700,0.03451900,0.03445100,0.03450700,24/08/2020 11:45:00,24/08/2020 11:59:59
Live,ETHBTC,0.03450700,0.03457300,0.03450700,0.03453700,24/08/2020 12:00:00,24/08/2020 12:14:59
Live,ETHBTC,0.03453900,0.03454500,0.03450400,0.03451800,24/08/2020 12:15:00,24/08/2020 12:29:59
Live,ETHBTC,0.03451800,0.03454400,0.03445900,0.03445900,24/08/2020 12:30:00,24/08/2020 12:44:59
Live,ETHBTC,0.03446000,0.03448500,0.03441700,0.03442700,24/08/2020 12:45:00,24/08/2020 12:59:59
Live,ETHBTC,0.03442900,0.03449800,0.03442700,0.03449100,24/08/2020 13:00:00,24/08/2020 13:14:59
Live,ETHBTC,0.03449100,0.03453800,0.03448100,0.03450700,24/08/2020 13:15:00,24/08/2020 13:29:59
Live,ETHBTC,0.03451100,0.03458900,0.03450700,0.03458300,24/08/2020 13:30:00,24/08/2020 13:44:59
Live,ETHBTC,0.03458300,0.03458900,0.03447900,0.03447900,24/08/2020 13:45:00,24/08/2020 13:59:59
Live,ETHBTC,0.03447900,0.03448900,0.03423600,0.03439900,24/08/2020 14:00:00,24/08/2020 14:14:59
Live,ETHBTC,0.03439800,0.03448200,0.03439700,0.03443300,24/08/2020 14:15:00,24/08/2020 14:29:59
Live,ETHBTC,0.03443300,0.03449800,0.03437400,0.03438200,24/08/2020 14:30:00,24/08/2020 14:44:59
Live,ETHBTC,0.03438200,0.03440100,0.03429000,0.03429300,24/08/2020 14:45:00,24/08/2020 14:59:59
Live,ETHBTC,0.03429100,0.03436200,0.03429000,0.03432300,24/08/2020 15:00:00,24/08/2020 15:14:59
Live,ETHBTC,0.03432100,0.03434600,0.03420600,0.03426000,24/08/2020 15:15:00,24/08/2020 15:29:59
Live,ETHBTC,0.03426000,0.03428500,0.03416500,0.03416600,24/08/2020 15:30:00,24/08/2020 15:44:59
Live,ETHBTC,0.03416500,0.03426600,0.03416500,0.03426100,24/08/2020 15:45:00,24/08/2020 15:59:59
Live,ETHBTC,0.03426200,0.03431900,0.03423200,0.03425000,24/08/2020 16:00:00,24/08/2020 16:14:59
Live,ETHBTC,0.03425100,0.03436600,0.03423100,0.03432200,24/08/2020 16:15:00,24/08/2020 16:29:59
Live,ETHBTC,0.03432300,0.03443100,0.03431300,0.03435500,24/08/2020 16:30:00,24/08/2020 16:44:59
Live,ETHBTC,0.03435500,0.03441200,0.03435000,0.03441000,24/08/2020 16:45:00,24/08/2020 16:59:59
Live,ETHBTC,0.03441200,0.03441900,0.03429400,0.03433100,24/08/2020 17:00:00,24/08/2020 17:14:59
Live,ETHBTC,0.03433000,0.03435000,0.03430600,0.03432700,24/08/2020 17:15:00,24/08/2020 17:29:59
Live,ETHBTC,0.03432800,0.03437100,0.03430500,0.03437000,24/08/2020 17:30:00,24/08/2020 17:44:59
Live,ETHBTC,0.03436900,0.03438000,0.03430700,0.03431900,24/08/2020 17:45:00,24/08/2020 17:59:59
Live,ETHBTC,0.03432100,0.03437500,0.03423200,0.03423600,24/08/2020 18:00:00,24/08/2020 18:14:59
Live,ETHBTC,0.03424500,0.03427700,0.03415000,0.03420100,24/08/2020 18:15:00,24/08/2020 18:29:59
Live,ETHBTC,0.03420100,0.03421400,0.03417000,0.03417300,24/08/2020 18:30:00,24/08/2020 18:44:59
Live,ETHBTC,0.03417300,0.03426000,0.03417200,0.03423400,24/08/2020 18:45:00,24/08/2020 18:59:59
Live,ETHBTC,0.03423600,0.03423600,0.03403000,0.03410900,24/08/2020 19:00:00,24/08/2020 19:14:59
Live,ETHBTC,0.03411000,0.03419500,0.03410900,0.03419500,24/08/2020 19:15:00,24/08/2020 19:29:59
Live,ETHBTC,0.03419500,0.03426000,0.03417800,0.03424400,24/08/2020 19:30:00,24/08/2020 19:44:59
Live,ETHBTC,0.03423700,0.03437100,0.03420900,0.03433500,24/08/2020 19:45:00,24/08/2020 19:59:59
Live,ETHBTC,0.03434000,0.03439500,0.03429000,0.03438900,24/08/2020 20:00:00,24/08/2020 20:14:59
Live,ETHBTC,0.03438900,0.03440400,0.03425400,0.03429200,24/08/2020 20:15:00,24/08/2020 20:29:59
Live,ETHBTC,0.03429200,0.03431300,0.03426900,0.03428700,24/08/2020 20:30:00,24/08/2020 20:44:59
Live,ETHBTC,0.03428400,0.03432000,0.03423700,0.03424300,24/08/2020 20:45:00,24/08/2020 20:59:59
Live,ETHBTC,0.03423900,0.03446700,0.03422700,0.03446500,24/08/2020 21:00:00,24/08/2020 21:14:59
Live,ETHBTC,0.03446000,0.03468000,0.03446000,0.03457900,24/08/2020 21:15:00,24/08/2020 21:29:59
Live,ETHBTC,0.03457700,0.03463300,0.03450000,0.03450400,24/08/2020 21:30:00,24/08/2020 21:44:59
Live,ETHBTC,0.03450200,0.03460000,0.03444000,0.03459600,24/08/2020 21:45:00,24/08/2020 21:59:59
Live,ETHBTC,0.03460000,0.03470000,0.03459500,0.03468200,24/08/2020 22:00:00,24/08/2020 22:14:59
Live,ETHBTC,0.03468200,0.03470600,0.03456000,0.03463300,24/08/2020 22:15:00,24/08/2020 22:29:59
Live,ETHBTC,0.03463200,0.03463200,0.03455900,0.03457300,24/08/2020 22:30:00,24/08/2020 22:44:59
Live,ETHBTC,0.03457400,0.03463200,0.03456000,0.03462500,24/08/2020 22:45:00,24/08/2020 22:59:59
Live,ETHBTC,0.03462200,0.03463300,0.03456000,0.03462300,24/08/2020 23:00:00,24/08/2020 23:14:59
Live,ETHBTC,0.03462200,0.03463300,0.03456000,0.03462300,24/08/2020 23:00:00,24/08/2020 23:14:59
Live,ETHBTC,0.03462500,0.03480300,0.03457400,0.03479100,24/08/2020 23:15:00,24/08/2020 23:29:59
Live,ETHBTC,0.03479100,0.03480800,0.03471000,0.03472000,24/08/2020 23:30:00,24/08/2020 23:44:59
Live,ETHBTC,0.03472100,0.03475800,0.03470000,0.03470400,24/08/2020 23:45:00,24/08/2020 23:59:59
Live,ETHBTC,0.03470400,0.03477500,0.03460000,0.03461600,25/08/2020 00:00:00,25/08/2020 00:14:59
Live,ETHBTC,0.03462100,0.03464500,0.03456300,0.03461700,25/08/2020 00:15:00,25/08/2020 00:29:59
Live,ETHBTC,0.03461000,0.03461700,0.03454900,0.03457800,25/08/2020 00:30:00,25/08/2020 00:44:59
Live,ETHBTC,0.03457900,0.03459200,0.03448500,0.03453000,25/08/2020 00:45:00,25/08/2020 00:59:59
Live,ETHBTC,0.03452900,0.03458700,0.03449000,0.03456200,25/08/2020 01:00:00,25/08/2020 01:14:59
Live,ETHBTC,0.03456200,0.03456300,0.03450700,0.03455300,25/08/2020 01:15:00,25/08/2020 01:29:59
Live,ETHBTC,0.03455300,0.03456900,0.03450100,0.03455900,25/08/2020 01:30:00,25/08/2020 01:44:59
Live,ETHBTC,0.03456000,0.03457500,0.03451200,0.03451800,25/08/2020 01:45:00,25/08/2020 01:59:59
Live,ETHBTC,0.03451900,0.03452400,0.03441500,0.03444500,25/08/2020 02:00:00,25/08/2020 02:14:59
Live,ETHBTC,0.03444600,0.03446100,0.03438000,0.03442100,25/08/2020 02:15:00,25/08/2020 02:29:59
Live,ETHBTC,0.03442100,0.03442100,0.03435000,0.03436000,25/08/2020 02:30:00,25/08/2020 02:44:59
Live,ETHBTC,0.03435700,0.03437400,0.03432700,0.03436800,25/08/2020 02:45:00,25/08/2020 02:59:59
Live,ETHBTC,0.03436700,0.03444000,0.03434500,0.03443000,25/08/2020 03:00:00,25/08/2020 03:14:59
Live,ETHBTC,0.03442900,0.03443100,0.03435000,0.03436800,25/08/2020 03:15:00,25/08/2020 03:29:59
Live,ETHBTC,0.03436800,0.03439300,0.03435000,0.03436800,25/08/2020 03:30:00,25/08/2020 03:44:59
Live,ETHBTC,0.03436800,0.03440500,0.03435000,0.03440200,25/08/2020 03:45:00,25/08/2020 03:59:59
Live,ETHBTC,0.03439800,0.03446500,0.03438300,0.03445000,25/08/2020 04:00:00,25/08/2020 04:14:59
Live,ETHBTC,0.03445000,0.03446800,0.03432300,0.03437600,25/08/2020 04:15:00,25/08/2020 04:29:59
Live,ETHBTC,0.03437600,0.03440700,0.03435000,0.03440600,25/08/2020 04:30:00,25/08/2020 04:44:59
Live,ETHBTC,0.03440600,0.03443600,0.03440100,0.03441500,25/08/2020 04:45:00,25/08/2020 04:59:59
Live,ETHBTC,0.03441700,0.03444700,0.03438300,0.03444700,25/08/2020 05:00:00,25/08/2020 05:14:59
Live,ETHBTC,0.03444500,0.03445000,0.03441500,0.03442500,25/08/2020 05:15:00,25/08/2020 05:29:59
Live,ETHBTC,0.03442600,0.03442600,0.03433800,0.03437500,25/08/2020 05:30:00,25/08/2020 05:44:59
Live,ETHBTC,0.03437400,0.03437900,0.03431500,0.03432300,25/08/2020 05:45:00,25/08/2020 05:59:59
Live,ETHBTC,0.03432200,0.03434700,0.03424600,0.03429300,25/08/2020 06:00:00,25/08/2020 06:14:59
Live,ETHBTC,0.03429300,0.03431800,0.03412700,0.03420400,25/08/2020 06:15:00,25/08/2020 06:29:59
Live,ETHBTC,0.03420300,0.03429500,0.03414800,0.03429500,25/08/2020 06:30:00,25/08/2020 06:44:59
Live,ETHBTC,0.03429200,0.03429200,0.03416900,0.03421200,25/08/2020 06:45:00,25/08/2020 06:59:59
Live,ETHBTC,0.03421200,0.03421200,0.03408000,0.03412900,25/08/2020 07:00:00,25/08/2020 07:14:59
Live,ETHBTC,0.03412800,0.03414900,0.03395000,0.03410100,25/08/2020 07:15:00,25/08/2020 07:29:59
Live,ETHBTC,0.03410100,0.03417400,0.03409300,0.03414900,25/08/2020 07:30:00,25/08/2020 07:44:59
Live,ETHBTC,0.03415000,0.03415000,0.03406500,0.03411200,25/08/2020 07:45:00,25/08/2020 07:59:59
Live,ETHBTC,0.03411400,0.03412300,0.03397000,0.03404200,25/08/2020 08:00:00,25/08/2020 08:14:59
Live,ETHBTC,0.03404800,0.03407800,0.03383600,0.03385400,25/08/2020 08:15:00,25/08/2020 08:29:59
Live,ETHBTC,0.03385600,0.03409200,0.03384400,0.03402300,25/08/2020 08:30:00,25/08/2020 08:44:59
Live,ETHBTC,0.03402800,0.03412800,0.03400700,0.03401600,25/08/2020 08:45:00,25/08/2020 08:59:59
Live,ETHBTC,0.03401500,0.03416100,0.03399000,0.03408600,25/08/2020 09:00:00,25/08/2020 09:14:59
Live,ETHBTC,0.03408500,0.03414000,0.03406000,0.03411100,25/08/2020 09:15:00,25/08/2020 09:29:59
Live,ETHBTC,0.03411300,0.03411400,0.03400800,0.03402900,25/08/2020 09:30:00,25/08/2020 09:44:59
Live,ETHBTC,0.03402900,0.03411600,0.03402000,0.03408400,25/08/2020 09:45:00,25/08/2020 09:59:59
Live,ETHBTC,0.03408400,0.03415700,0.03402400,0.03408800,25/08/2020 10:00:00,25/08/2020 10:14:59
Live,ETHBTC,0.03408800,0.03410000,0.03404600,0.03407600,25/08/2020 10:15:00,25/08/2020 10:29:59
Live,ETHBTC,0.03407600,0.03409200,0.03405300,0.03408900,25/08/2020 10:30:00,25/08/2020 10:44:59
Live,ETHBTC,0.03409100,0.03425000,0.03405900,0.03418000,25/08/2020 10:45:00,25/08/2020 10:59:59
Live,ETHBTC,0.03418600,0.03420700,0.03411000,0.03412800,25/08/2020 11:00:00,25/08/2020 11:14:59
Live,ETHBTC,0.03412800,0.03412800,0.03402000,0.03406800,25/08/2020 11:15:00,25/08/2020 11:29:59
Live,ETHBTC,0.03406700,0.03408000,0.03402000,0.03405000,25/08/2020 11:30:00,25/08/2020 11:44:59
Live,ETHBTC,0.03404600,0.03413900,0.03402000,0.03403000,25/08/2020 11:45:00,25/08/2020 11:59:59
Live,ETHBTC,0.03403000,0.03405000,0.03396000,0.03399500,25/08/2020 12:00:00,25/08/2020 12:14:59
Live,ETHBTC,0.03399500,0.03405000,0.03385000,0.03393000,25/08/2020 12:15:00,25/08/2020 12:29:59
Live,ETHBTC,0.03393000,0.03393200,0.03384000,0.03390700,25/08/2020 12:30:00,25/08/2020 12:44:59
Live,ETHBTC,0.03390600,0.03393000,0.03384000,0.03387400,25/08/2020 12:45:00,25/08/2020 12:59:59
Live,ETHBTC,0.03387400,0.03395800,0.03384000,0.03394300,25/08/2020 13:00:00,25/08/2020 13:14:59
Live,ETHBTC,0.03394400,0.03403300,0.03393400,0.03403300,25/08/2020 13:15:00,25/08/2020 13:29:59
Live,ETHBTC,0.03403300,0.03408400,0.03396700,0.03404000,25/08/2020 13:30:00,25/08/2020 13:44:59
Live,ETHBTC,0.03404400,0.03411700,0.03400000,0.03405600,25/08/2020 13:45:00,25/08/2020 13:59:59
Live,ETHBTC,0.03405600,0.03405600,0.03369600,0.03370400,25/08/2020 14:00:00,25/08/2020 14:14:59
Live,ETHBTC,0.03370400,0.03382000,0.03369400,0.03380400,25/08/2020 14:15:00,25/08/2020 14:29:59
Live,ETHBTC,0.03380200,0.03383400,0.03375000,0.03381300,25/08/2020 14:30:00,25/08/2020 14:44:59
